,class,cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
7913,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7914,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7915,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7916,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7917,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7918,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7919,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7920,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7921,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7922,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7923,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7924,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7925,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7926,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7927,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7928,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7929,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7930,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7931,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7932,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7933,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7934,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7935,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7936,EDIBLE,BELL,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7937,EDIBLE,BELL,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7938,EDIBLE,BELL,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7939,EDIBLE,BELL,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7940,EDIBLE,BELL,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7941,EDIBLE,BELL,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7942,EDIBLE,BELL,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7943,EDIBLE,BELL,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7944,EDIBLE,BELL,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7945,EDIBLE,BELL,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7946,EDIBLE,BELL,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7947,EDIBLE,BELL,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7948,EDIBLE,BELL,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7949,EDIBLE,BELL,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7950,EDIBLE,BELL,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7951,EDIBLE,BELL,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7952,EDIBLE,BELL,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7953,EDIBLE,BELL,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7954,EDIBLE,BELL,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7955,EDIBLE,BELL,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7956,EDIBLE,BELL,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7957,EDIBLE,BELL,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7958,EDIBLE,BELL,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7959,EDIBLE,BELL,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7960,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7961,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7962,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7963,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7964,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7965,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7966,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7967,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7968,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7969,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7970,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7971,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7972,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7973,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7974,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7975,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7976,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7977,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7978,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7979,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7980,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7981,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7982,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7983,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7984,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7985,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7986,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7987,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7988,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7989,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7990,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7991,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7992,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7993,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7994,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7995,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7996,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7997,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
7998,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
7999,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
8000,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
8001,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
8002,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
8003,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
8004,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
8005,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
8006,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
8007,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
8008,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
8009,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
8010,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
8011,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
8012,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
8013,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
8014,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
8015,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
8016,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
8017,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
8018,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
8019,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
8020,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
8021,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
8022,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
8023,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
8024,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
8025,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
8026,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
8027,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS
8028,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED
